Time (s),Temperature (K)
0.0,78.02628214879789
1.23700000000008,78.07516970248886
2.4950000000001182,78.13028128889711
3.7430000000001655,78.19153708505593
5.022000000000162,78.25879734020327
6.295000000000073,78.33186803133854
7.527000000000044,78.41050773225619
8.759999999999991,78.49443539244494
10.012000000000171,78.58333869444016
11.228000000000065,78.67688264601759
12.507000000000062,78.77471807024226
13.739000000000033,78.87648967597053
15.007000000000062,78.98184342595167
16.302000000000135,79.09043296803075
17.522000000000162,79.2019249530529
18.774000000000115,79.31600312499933
20.03300000000013,79.43237113598484
21.289999999999964,79.55075410518104
22.576999999999998,79.6708990032988
23.830000000000155,79.79257399793211
25.052000000000135,79.91556693843656
26.30899999999997,80.03968319429427
27.605999999999995,80.16474307817741
28.876999999999953,80.29057909085704
30.16300000000001,80.41703321935896
31.44900000000007,80.54395449455222
32.65499999999997,80.6711969838854
33.91800000000012,80.79861835508764
35.17100000000005,80.9260790991777
36.44200000000001,81.053442451157
37.72900000000004,81.1805749945283
39.01800000000003,81.30734788848282
40.307000000000016,81.433638613427
41.597999999999956,81.55933309788902
42.88499999999999,81.68432806507433
44.16300000000001,81.80853342234494
45.45900000000006,81.93187451324007
46.746000000000095,82.05429406245933
48.02800000000002,82.17575366326498
49.343000000000075,82.29623468366184
50.59400000000005,82.41573850312172
51.884000000000015,82.53428603179914
53.164999999999964,82.65191650870506
54.452,82.76868561592046
55.738000000000056,82.88466298484254
57.027000000000044,82.99992920766411
58.27300000000014,83.11457249306623
59.51200000000017,83.22868512478387
60.766000000000076,83.34235989215013
62.03800000000001,83.45568666114879
63.32300000000009,83.56874924339104
64.56200000000013,83.68162270553862
65.81400000000008,83.79437123455368
67.05999999999995,83.90704664120526
68.33000000000015,84.01968754872983
69.625,84.13231927528489
70.90300000000002,84.24495438320479
72.1880000000001,84.35759383491151
73.41399999999999,84.47022866154634
74.644,84.5828420279953
75.90599999999995,84.69541156183536
77.06200000000013,84.80791180331082
78.33400000000006,84.92031663489448
79.6110000000001,85.03260155301304
80.89700000000016,85.14474566336625
82.154,85.2567332993187
83.40000000000009,85.36855519108411
84.64700000000016,85.48020914039762
85.82799999999997,85.59170018580404
87.08500000000004,85.70304027636725
88.34000000000015,85.8142474952676
89.57899999999995,85.92534490265156
