% Model,2D-warm-up simulation.mph
% Version,COMSOL 6.2.0.415
% Date,"Aug 12 2024, 16:00"
% Table,Table Line average wall - Line Average 1
% Time (s),Temperature (K)
910,136.72503755669084
920,137.2677215627444
930,137.80832553974386
940,138.34684948768913
950,138.88329340658026
960,139.41765729641722
970,139.94994115720002
980,140.48014498892869
990,141.00826879160314
1000,141.5343125652235
1010,142.05827630978968
1020,142.58016002530172
1030,143.09996371175959
1040,143.61768736916326
1050,144.13333099751281
1060,144.6495190845768
1070,145.16443470549828
1080,145.6775308450397
1090,146.18880750320108
1100,146.69826467998243
1110,147.2059023753837
1120,147.7117205894049
1130,148.21571932204606
1140,148.71789857330717
1150,149.21825834318824
1160,149.71679863168924
1170,150.21351943881018
1180,150.70842076455108
1190,151.201502608912
1200,151.69276497189276
1210,152.18220785349345
1220,152.66983125371414
1230,153.1556351725548
1240,153.63961961001536
1250,154.12178456609587
1260,154.60213004079637
1270,155.08065603411677
1280,155.55736254605713
1290,156.03224957661743
1300,156.5053171257977
1310,156.9765651935979
1320,157.44599378001803
1330,157.9136028850581
1340,158.37939250871818
1350,158.8433626509982
1360,159.30551331189807
1370,159.76584449141797
1380,160.2243561895578
1390,160.6810484063176
1400,161.13592114169728
1410,161.58897439569697
1420,162.04020816831655
1430,162.48962245955613
1440,162.93721726941564
1450,163.38299259789508
1460,163.82694844499449
1470,164.2690848107138
1480,164.70940169505312
1490,165.14789909801232
1500,165.5845770195915
1510,166.01943545979063
1520,166.45247441860974
1530,166.88608227476004
1540,167.32136971088946
1550,167.7550768019474
1560,168.18720354793393
1570,168.617749948849
1580,169.04671600469266
1590,169.47410171546483
1600,169.89990708116554
1610,170.32413210179485
1620,170.74677677735264
1630,171.167841107839
1640,171.58732509325392
1650,172.00522873359742
1660,172.42155202886943
1670,172.83629497907
1680,173.24945758419912
1690,173.6610398442568
1700,174.07104175924303
1710,174.47946332915782
1720,174.88630455400116
1730,175.291565433773
1740,175.69524596847344
1750,176.09734615810243
1760,176.49786600265995
1770,176.896805502146
1780,177.29416465656067
1790,177.68994346590384
1800,178.08414193017555
1810,178.47676004937583
1820,178.86779782350467
1830,179.257255252562
1840,179.64513233654793
1850,180.03142907546243
1860,180.41614546930543
1870,180.79928151807707
1880,181.18083722177715
1890,181.5608125804058
1900,181.9392075939631
1910,182.31602226244883
1920,182.69125658586313
1930,183.064910564206
1940,183.43698419747747
1950,183.80747748567745
1960,184.17639042880595
1970,184.54372302686303
1980,184.90947527984864
1990,185.27364718776286
2000,185.63633226288007
2010,186.0042140189806
2020,186.37079915130295
2030,186.7360876598472
2040,187.10007954461324
2050,187.46277480560116
2060,187.82417344281092
2070,188.18427545624252
2080,188.543080845896
2090,188.90058961177138
2100,189.25680175386847
2110,189.61171727218752
2120,189.96533616672838
2130,190.3176584374911
2140,190.66868408447567
2150,191.0184131076821
2160,191.3668455071104
2170,191.7139812827605
2180,192.05982043463248
2190,192.40436296272628
2200,192.747608867042
2210,193.0895581475795
2220,193.4302108043389
2230,193.76956683732013
2240,194.10762624652324
2250,194.44438903194813
2260,194.77985519359493
2270,195.1140247314636
2280,195.44689764555406
2290,195.7784739358664
2300,196.10875360240055
2310,196.43773664515658
2320,196.7654230641345
2330,197.09181285933425
2340,197.41690603075585
2350,197.7407025783993
2360,198.06320250226457
2370,198.3844058023517
2380,198.7043124786607
2390,199.02292253119154
2400,199.34023595994427
2410,199.65625276491878
2420,199.9709729461152
2430,200.28439650353346
2440,200.59652343717352
2450,200.90735374703547
2460,201.2168874331193
2470,201.52512449542493
2480,201.83553264459104
2490,202.1470508700104
2500,202.4575092284663
2510,202.7669077199588
2520,203.07524634448785
2530,203.38252510205348
2540,203.68874399265567
2550,203.99390301629444
2560,204.2980021729699
2570,204.60104146268182
2580,204.90302088543032
2590,205.20394044121537
2600,205.50380013003712
2610,205.8025999518953
2620,206.10033990679014
2630,206.39701999472155
2640,206.69264021568955
2650,206.98720056969404
2660,207.28070105673518
2670,207.57314167681292
2680,207.86452242992718
2690,208.15484331607811
2700,208.4441043352655
2710,208.73230548748953
2720,209.01944677275014
2730,209.30552819104727
2740,209.59054974238106
2750,209.8745114267514
2760,210.15741324415828
2770,210.4392551946017
2780,210.7200372780818
2790,210.9997594945984
2800,211.27842184415164
2810,211.55602432674138
2820,211.83256694236772
2830,212.1080496910307
2840,212.38247257273025
2850,212.65583558746633
2860,212.92813873523897
2870,213.19938201604825
2880,213.46956542989403
2890,213.73868897677647
2900,214.00675265669543
2910,214.27375646965098
2920,214.5397004156431
2930,214.80458449467184
2940,215.0684087067371
2950,215.33210292752145
2960,215.59842889564194
2970,215.86388433846318
2980,216.12846925598512
2990,216.39218364820778
3000,216.65502751513114
3010,216.91700085675524
3020,217.17810367307996
3030,217.43833596410542
3040,217.69769772983165
3050,217.95618897025852
3060,218.21380968538608
3070,218.47055987521438
3080,218.7264395397434
3090,218.9814486789731
3100,219.23558729290355
3110,219.48885538153462
3120,219.74125294486643
3130,219.992779982899
3140,220.24343649563227
3150,220.49322248306615
3160,220.7421379452008
3170,220.9901828820362
3180,221.23735729357222
3190,221.48366117980893
3200,221.72909454074647
3210,221.9736573763846
3220,222.21734968672348
3230,222.4601714717631
3240,222.70212273150335
3250,222.9432034659444
3260,223.1834136750861
3270,223.4227533589285
3280,223.66122251747157
3290,223.89882115071538
3300,224.13554925866
3310,224.37140684130517
3320,224.60639389865116
3330,224.8405104306978
3340,225.0737564374451
3350,225.3061319188932
3360,225.53763687504198
3370,225.76827130589143
3380,225.99803521144162
3390,226.22692859169246
3400,226.4549514466441
3410,226.68210377629634
3420,226.90838558064937
3430,227.1374558157354
3440,227.36672646226359
3450,227.5953157458676
3460,227.82322366654734
3470,228.05045022430272
3480,228.2769954191338
3490,228.5028592510407
3500,228.72804172002324
3510,228.9525428260815
3520,229.17636256921546
3530,229.39950094942523
3540,229.62195796671065
3550,229.84373362107178
3560,230.06482791250866
3570,230.28524084102122
3580,230.50497240660957
3590,230.72402260927353
3600,230.94239144901326
3610,231.16007892582869
3620,231.37708503971987
3630,231.59340979068676
3640,231.8090531787293
3650,232.02401520384765
3660,232.23829586604165
3670,232.45189516531138
3680,232.66481310165688
3690,232.87704967507804
3700,233.0886048855749
3710,233.2994787331475
3720,233.50967121779584
3730,233.71918233951985
3740,233.9280120983196
3750,234.13616049419508
3760,234.34362752714623
3770,234.55041319717316
3780,234.75651750427576
3790,234.9619404484541
3800,235.1666820297082
3810,235.37074224803797
3820,235.57412110344345
3830,235.77681859592462
3840,235.9788347254816
3850,236.18016949211415
3860,236.38082289582252
3870,236.58079493660657
3880,236.78008561446637
3890,236.97869492940183
3900,237.17662288141312
3910,237.37386947050004
3920,237.57043469666266
3930,237.76631855990104
3940,237.96152106021512
3950,238.1560421976049
3960,238.3498819720704
3970,238.54304038361164
3980,238.73551743222862
3990,238.92731311792124
4000,239.1184274406896
4010,239.30886040053375
4020,239.49861199745357
4030,239.68768223144903
4040,239.87607110252034
4050,240.06377861066727
4060,240.25080475588996
4070,240.43714953818835
4080,240.62281295756245
4090,240.81017782496536
4100,240.99852821976177
4110,241.18631565527394
4120,241.37354013150173
4130,241.56020164844526
4140,241.74630020610442
4150,241.9318358044792
4160,242.1168084435697
4170,242.3012181233759
4180,242.4850648438977
4190,242.66834860513526
4200,242.8510694070884
4210,243.0332272497573
4220,243.21482213314178
4230,243.39585405724196
4240,243.57632302205786
4250,243.7562290275894
4260,243.93557207383657
4270,244.11435216079948
4280,244.292569288478
4290,244.4702234568723
4300,244.64731466598218
4310,244.82384291580775
4320,244.999808206349
4330,245.1752105376059
4340,245.35004990957844
4350,245.52432632226672
4360,245.69803977567065
4370,245.87119026979022
4380,246.04377780462548
4390,246.21580238017648
4400,246.38726399644307
4410,246.55816265342534
4420,246.7284983511233
4430,246.89827108953693
4440,247.0674808686662
4450,247.2361276885112
4460,247.40421154907185
4470,247.57173245034815
4480,247.7386903923401
4490,247.90508537504778
4500,248.07091739847112
4510,248.23618646261008
4520,248.40089256746478
4530,248.56503571303512
4540,248.72861589932106
4550,248.89163312632277
4560,249.05408739404012
4570,249.2159787024732
4580,249.37730705162187
4590,249.53807244148626
4600,249.69827487206626
4610,249.857914343362
4620,250.0169908553734
4630,250.1755044081004
4640,250.33345500154314
4650,250.49084263570157
4660,250.64766731057563
4670,250.80392902616532
4680,250.95962778247073
4690,251.1147635794918
4700,251.26933641722857
4710,251.42334629568103
4720,251.5767932148491
4730,251.72967717473284
4740,251.88199817533228
4750,252.0353161266511
4760,252.19046830797132
4770,252.34517390670086
4780,252.4994329228398
4790,252.653245356388
4800,252.8066112073456
4810,252.95953047571268
4820,253.11200316148904
4830,253.26402926467478
4840,253.41560878526988
4850,253.56674172327433
4860,253.7174280786882
4870,253.8676678515113
4880,254.01746104174381
4890,254.16680764938582
4900,254.3157076744371
4910,254.46416111689774
4920,254.61216797676772
4930,254.7597282540472
4940,254.9068419487359
4950,255.05350906083402
4960,255.1997295903415
4970,255.3455035372583
4980,255.49083090158447
4990,255.63571168332012
5000,255.78014588246498
5010,255.92413349901935
5020,256.06767453298295
5030,256.210768984356
5040,256.35341685313836
5050,256.4956181393301
5060,256.63737284293126
5070,256.7786809639418
5080,256.9195425023616
5090,257.05995745819087
5100,257.19992583142937
5110,257.3394476220774
5120,257.4785228301347
5130,257.61715145560134
5140,257.7553334984774
5150,257.8930689587628
5160,258.03035783645754
5170,258.1672001315617
5180,258.3035958440752
5190,258.439544973998
5200,258.57504752133025
5210,258.7101034860719
5220,258.8447128682228
5230,258.9788756677832
5240,259.1125918847528
5250,259.24586151913184
5260,259.3786845709203
5270,259.511061040118
5280,259.64299092672525
5290,259.77447423074176
5300,259.9055109521676
5310,260.0361010910028
5320,260.1662446472474
5330,260.2959416209014
5340,260.4251920119648
5350,260.5539958204374
5360,260.6823530463195
5370,260.81026368961096
5380,260.9377277503117
5390,261.0647452284219
5400,261.1913161239414
5410,261.31805128992573
5420,261.446800107174
5430,261.57519319565336
5440,261.7032305553641
5450,261.830912186306
5460,261.9582380884793
5470,262.08520826188374
5480,262.2118227065195
5490,262.3380814223866
5500,262.4639844094849
5510,262.58953166781447
5520,262.71472319737535
5530,262.83955899816743
5540,262.9640390701908
5550,263.0881634134455
5560,263.2119320279314
5570,263.33534491364856
5580,263.4584020705971
5590,263.5811034987769
5600,263.70344919818785
5610,263.82543916883014
5620,263.9470734107037
5630,264.0683519238085
5640,264.18927470814464
5650,264.30984176371203
5660,264.43005309051057
5670,264.54990868854054
5680,264.66940855780166
5690,264.7885526982941
5700,264.9073411100179
5710,265.02577379297276
5720,265.14385074715904
5730,265.2615719725766
5740,265.3789374692253
5750,265.49594723710544
5760,265.6126012762167
5770,265.72889958655935
5780,265.84484216813325
5790,265.9604290209383
5800,266.07566014497473
5810,266.1905355402424
5820,266.30505520674143
5830,266.4192191444716
5840,266.533027353433
5850,266.6464798336258
5860,266.75957658504984
5870,266.8723176077052
5880,266.98470290159173
5890,267.09673246670957
5900,267.2084063030586
5910,267.319724410639
5920,267.43068678945065
5930,267.5412934394936
5940,267.6515443607678
5950,267.76143955327325
5960,267.87097901701
5970,267.9801627519779
5980,268.08899075817726
5990,268.19746303560777
6000,268.3055795842696
6010,268.4133404041626
6020,268.520745495287
6030,268.62779485764264
6040,268.7344884912295
6050,268.84082639604765
6060,268.94680857209704
6070,269.0524408386074
6080,269.1600683239813
6090,269.2674102172253
6100,269.3744665183392
6110,269.4812372273231
6120,269.58772234417705
6130,269.693921868901
6140,269.79983580149496
6150,269.90546414195876
6160,270.0108068902927
6170,270.1158640464966
6180,270.22063561057047
6190,270.32512158251427
6200,270.42932196232823
6210,270.53323675001207
6220,270.6368659455659
6230,270.7402095489898
6240,270.84326756028355
6250,270.9460399794474
6260,271.0485268064813
6270,271.15072804138504
6280,271.25264368415884
6290,271.3542737348027
6300,271.45561819331647
6310,271.5566770597003
6320,271.65745033395405
6330,271.7579380160778
6340,271.8581401060716
6350,271.9580566039354
6360,272.05768750966917
6370,272.15703282327286
6380,272.25609254474665
6390,272.3548666740904
6400,272.45335521130403
6410,272.5515581563878
6420,272.6494755093415
6430,272.7471072701652
6440,272.844453438859
6450,272.9415140154226
6460,273.03828899985626
6470,273.13477839215994
6480,273.23098219233367
6490,273.3269004003773
6500,273.4225330162909
6510,273.51788004007466
6520,273.6129414717283
6530,273.70771731125194
6540,273.80220755864565
6550,273.8964122139091
6560,273.99033127704274
6570,274.0839647480464
6580,274.17731262692007
6590,274.2703749136636
6600,274.36315160827724
6610,274.45564271076074
6620,274.5478482211144
